開始フレーム,終了フレーム,フォーメーション,方向,信頼度
40669,40670,1-5_left,left,0.8329172016443107
40671,40671,0-6_left,right,0.8286039132475492
40672,40674,0-6_left,left,0.8063491397294625
40675,41202,0-6_left,right,0.8247724909746397
41203,41203,3-3_right,left,0.7184189813103271
41204,41204,3-3_left,right,0.6751801230407163
41205,41580,0-6_left,left,0.8130779456298685
41581,41584,1-2-3_left,right,0.8542281082979043
41585,41585,2-4_left,left,0.8750360811178852
41586,41586,3-3_left,right,0.844368815200077
41587,41588,0-6_left,left,0.8505513938710743
41589,41589,2-4_left,right,0.8540576164887945
41590,41595,2-4_left,left,0.8596478458121576
41596,41596,0-6_left,right,0.8244908128445688
41597,41599,1-2-3_left,left,0.8284850263162451
41600,41602,3-3_left,right,0.8409489857195914
41603,41605,1-5_right,left,0.8583854884152237
41606,41898,0-6_left,right,0.758008354153583
41899,41899,1-2-3_left,left,0.8101210339035751
41900,41904,1-2-3_left,right,0.8262721261779193
41905,41906,0-6_left,left,0.807869726724552
41907,41916,1-2-3_left,right,0.8102288025545841
41917,41917,1-2-3_left,left,0.7262215130272507
41918,41932,0-6_right,right,0.7108512015414116
41933,41933,3-3_left,left,0.6870585695129585
41934,41970,0-6_right,right,0.614054323149958
41971,41971,1-5_left,left,0.49083625185297014
41972,41973,0-6_right,right,0.48855639452866906
41974,41974,0-6_left,left,0.4821691200074853
41975,41975,0-6_right,right,0.4706058022583178
41976,41976,0-6_left,left,0.46542075225213964
41977,42215,0-6_right,right,0.46271554708122925
42216,42217,1-5_left,left,0.7727426757098634
42218,42224,3-3_left,right,0.7420721853554191
42260,42469,3-3_left,left,0.8208280573557784
42470,42470,1-2-3_right,right,0.8158425885801895
42471,42491,3-3_left,left,0.7957828038916189
42575,43081,3-3_right,right,0.7597614853345231
43082,43082,1-5_left,left,0.757237994805442
43083,43085,1-2-3_left,right,0.7362630551986586
43086,43086,1-5_left,left,0.7680613492621071
43087,43276,3-3_right,right,0.7236306787824728
43277,43277,0-6_left,left,0.7137414323450348
43278,43280,0-6_left,right,0.6958057419311703
43283,43283,0-6_left,left,0.6989018713689306
43284,43338,1-5_right,right,0.6742557568476465
43339,43339,0-6_left,left,0.7028233293173166
43340,43379,0-6_right,right,0.6991527636492629
43380,43380,1-5_right,left,0.6625122698841491
43381,43395,1-5_right,right,0.6624869188015572
43526,43904,3-3_left,left,0.8527058239208797
44094,44155,3-3_left,right,0.8372441899166271
44156,44156,3-3_left,left,0.8658706410681192
44157,44258,2-4_right,right,0.8066633060154584
44259,44259,2-4_left,left,0.7869311754293502
44260,44263,1-2-3_left,right,0.8325581458309127
44264,44264,2-4_left,left,0.7774343142104323
44265,44914,1-2-3_right,right,0.8392916744606079
44915,44915,0-6_left,left,0.46227427243885233
44916,44946,3-3_left,right,0.7221449515447054
44947,44951,1-2-3_right,left,0.7181470925497524
44954,44959,3-3_left,right,0.7489437662090511
44960,44960,3-3_left,left,0.7579069846808145
44961,44963,3-3_left,right,0.7476493265987934
44964,44964,3-3_left,left,0.7537991683315467
44965,44972,3-3_left,right,0.7514429894139689
44973,44974,3-3_left,left,0.7691844062058275
44975,44981,3-3_left,right,0.7412692842350016
44982,44982,2-4_right,left,0.7609580023397857
44983,44994,3-3_left,right,0.742499996231409
44995,44995,3-3_left,left,0.7657063138651498
44996,44996,3-3_left,right,0.748595524426475
44997,44997,3-3_left,left,0.7710453087526279
44998,44998,3-3_left,right,0.7526557590840022
44999,45002,3-3_left,left,0.7758671421292497
45003,45048,2-4_right,right,0.7369953316066636
45049,45049,0-6_right,left,0.7620063639787426
45050,45093,1-2-3_right,right,0.7688172973706234
45094,45094,2-4_right,left,0.7496388439701634
45095,45102,3-3_right,right,0.7529233363378749
45103,45103,3-3_left,left,0.7373001125962798
45104,45105,3-3_right,right,0.7662629934344274
45106,45106,1-2-3_right,left,0.7675831955750269
45107,45112,1-2-3_right,right,0.7564411154565422
45113,45113,3-3_left,left,0.7590561985157701
45114,45116,0-6_right,right,0.7516224026387467
45117,45119,3-3_left,left,0.7471592700401466
45120,45120,0-6_right,right,0.7575012826614314
45121,45122,3-3_left,left,0.7505195396944107
45123,45123,0-6_right,right,0.7642288255459037
45124,45128,3-3_left,left,0.7560907291752146
45129,45129,0-6_right,right,0.7722835280171098
45130,45357,1-2-3_left,left,0.7922596771793292
45358,45358,3-3_left,right,0.7611630074412047
45359,45371,1-2-3_left,left,0.8067420790419748
45372,45552,1-2-3_right,right,0.765114466004541
45553,45561,1-5_left,left,0.7897765163581458
45736,46453,3-3_right,right,0.7902015151763727
46454,46454,1-2-3_left,left,0.7850411179967237
46455,46512,0-6_right,right,0.7819138483470192
46513,46513,3-3_right,left,0.7784925412548073
46514,47267,0-6_right,right,0.7967537736919386
47268,47269,1-2-3_right,left,0.7425346924386836
47270,47274,0-6_right,right,0.7786147836569741
47275,47275,3-3_left,left,0.7016026154730474
47276,47287,2-4_right,right,0.621744381867846
47288,47368,3-3_left,left,0.7587337570939207
47369,47369,3-3_left,right,0.75446253744399
47370,47370,3-3_left,left,0.7552302908412525
47371,47378,3-3_left,right,0.7699937617776801
47379,47380,3-3_right,left,0.8065731799526719
47381,47382,3-3_left,right,0.7984838750842738
47383,47398,3-3_right,left,0.808044996529816
47399,47400,3-3_left,right,0.788311801848621
47401,47404,3-3_right,left,0.7948784381905277
47405,47406,3-3_left,right,0.7838542957967677
47407,47409,3-3_right,left,0.7912444858421276
47410,47410,3-3_left,right,0.783748297085609
47411,47419,3-3_right,left,0.7859110348359811
47420,47420,1-2-3_right,right,0.7836699035885378
47421,47432,1-5_right,left,0.7789964037033501
47433,47433,3-3_left,right,0.8043657787616239
47434,47435,2-4_right,left,0.7584437010418263
47436,47437,3-3_left,right,0.7983246542734401
47438,47440,2-4_right,left,0.7621645080677336
47441,47441,3-3_left,right,0.7938912173006477
47442,47443,2-4_right,left,0.7700922659180643
47444,47444,3-3_left,right,0.7929701749500776
47445,47447,2-4_right,left,0.7689552055362417
47448,47448,3-3_left,right,0.762109475068064
47449,47461,3-3_left,left,0.7693214113889817
47462,47462,3-3_left,right,0.7682365318599513
47463,47477,0-6_left,left,0.7589135811662222
47478,47478,3-3_right,right,0.7491772065848388
47479,47480,0-6_left,left,0.7302870774237362
47481,47483,3-3_right,right,0.7422003550526726
47484,47484,0-6_left,left,0.732043139551277
47485,47485,3-3_right,right,0.7416338657695045
47486,47486,0-6_left,left,0.7334105496196724
47487,47487,3-3_right,right,0.7433662772546984
47488,47492,0-6_left,left,0.7525577488391543
47493,47493,3-3_right,right,0.7603777475521184
47494,47496,0-6_left,left,0.7638795828031907
47497,47497,3-3_right,right,0.761942640615197
47498,47809,1-2-3_left,left,0.7471111240378108
47810,47810,1-5_left,right,0.7067019991774516
47811,47845,3-3_left,left,0.7060752244931038
47846,47846,3-3_left,right,0.6616710636490903
47847,47869,3-3_left,left,0.7426331674598774
47870,47870,3-3_right,right,0.7241160605876804
47871,47871,3-3_left,left,0.750932152543478
47872,47872,3-3_right,right,0.7253025625126864
47873,47875,3-3_left,left,0.7530132679315286
47876,47876,3-3_right,right,0.722061498598973
47877,47877,3-3_left,left,0.7529862669050891
47878,47879,2-4_left,right,0.7221986937863538
47880,47883,3-3_left,left,0.7488129906105954
47884,47885,3-3_right,right,0.7179392872191445
47886,47901,3-3_left,left,0.7587536874068667
47902,47902,3-3_right,right,0.7431096578175119
47903,48397,1-2-3_left,left,0.8358702742680124
48398,48398,0-6_left,right,0.7503501213881197
48399,48399,0-6_left,left,0.7586512922034114
48400,48400,0-6_left,right,0.7408205660944799
48401,48403,0-6_left,left,0.7593401947967141
48404,48405,3-3_left,right,0.7841879943395353
48406,48415,3-3_right,left,0.7995616195553997
48416,48417,3-3_right,right,0.768634021404438
48418,48419,0-6_right,left,0.8034497385847239
48420,48423,3-3_right,right,0.7705796080068795
48424,48425,1-5_right,left,0.8173208091504766
48426,48445,2-4_right,right,0.7721848915504521
48446,48446,3-3_left,left,0.7849122555941709
48447,48771,3-3_left,right,0.8050550804060995
48840,48890,3-3_left,left,0.8015966672564392
48891,48891,3-3_left,right,0.7979052298282997
48892,49253,3-3_left,left,0.8084758501948768
49254,49255,2-4_left,right,0.7637968951958162
49256,49400,1-2-3_left,left,0.8259919589050501
49401,49401,3-3_left,right,0.8266265784462922
49402,49402,1-2-3_right,left,0.8234010744509225
49403,49403,2-4_left,right,0.7914719771742658
49404,49404,1-2-3_right,left,0.8335972813495831
49405,49408,3-3_left,right,0.7748230189482834
49409,49409,3-3_left,left,0.7917889735521845
49410,49410,3-3_left,right,0.8239058823484015
49411,49411,3-3_left,left,0.8091418955853752
49412,49413,3-3_left,right,0.8217285814951615
49415,49415,2-4_right,left,0.8074034629373986
49416,49420,1-2-3_left,right,0.8715310573282675
49421,49421,2-4_right,left,0.8176993520854584
49422,49679,3-3_left,right,0.7891288837376544
49680,49680,3-3_left,left,0.721888656251234
49683,49706,1-2-3_right,right,0.7500648822960256
49956,50766,1-5_left,left,0.8199972782054494
50907,51001,3-3_left,right,0.6944112873131163
51002,51004,0-6_left,left,0.6990071640464862
51005,51005,1-5_left,right,0.7166479439293005
51006,51008,0-6_left,left,0.6994967379974957
51009,51010,3-3_right,right,0.6911227980938716
51011,51067,1-5_left,left,0.6991325243092128
51068,51068,0-6_left,right,0.677410122112589
51069,51200,0-6_left,left,0.7351806147705156
51355,51914,1-2-3_right,right,0.815322988519105
52038,52038,1-5_right,left,0.781145517130863
52039,52042,0-6_left,right,0.8036831916733391
52043,52043,1-5_right,left,0.7895239136327209
52044,52045,0-6_left,right,0.8046170803636559
52046,52046,1-5_right,left,0.7829610761982353
52047,52047,0-6_left,right,0.8068356144221607
52048,52050,1-5_right,left,0.7843583569716811
52051,52051,1-2-3_left,right,0.8320538925726046
52052,52159,3-3_left,left,0.8267147373841932
52399,52399,1-2-3_right,right,0.7412268055810798
52400,52400,1-5_left,left,0.7663425324777036
52401,52401,1-2-3_right,right,0.7197036151580353
52402,52402,1-2-3_left,left,0.7421990633900638
52403,52403,1-2-3_right,right,0.7137033893682845
52404,52405,1-2-3_left,left,0.7465111143621943
52406,52406,1-2-3_right,right,0.7137197021623013
52407,52407,1-2-3_left,left,0.7299105718887371
52408,52412,1-2-3_right,right,0.7084924125311778
52413,52413,1-2-3_left,left,0.7246385579195416
52414,52414,1-2-3_right,right,0.7202433841876424
52415,52415,1-2-3_left,left,0.7390302710521102
52416,52418,1-5_right,right,0.720968064121073
52419,52419,1-5_left,left,0.7195603882423369
52420,52420,1-5_right,right,0.7191430999336805
52421,52421,1-2-3_left,left,0.7266197617552623
52422,52429,1-5_right,right,0.7347679461446477
52430,52431,1-2-3_left,left,0.7366950391864273
52432,52436,0-6_right,right,0.7718870976331721
52437,52437,3-3_right,left,0.7966445793591415
52438,52440,0-6_right,right,0.7541622108524931
52441,52441,0-6_right,left,0.7782679155936546
52442,52447,0-6_right,right,0.7465372503674204
52509,52509,1-5_left,left,0.7981551465934386
52510,52510,1-5_left,right,0.8168622401381851
52511,52512,1-5_left,left,0.7970620422066965
52513,52513,1-5_left,right,0.8137998767346822
52514,52963,0-6_left,left,0.745743409268483
53117,53124,0-6_right,right,0.6102158105285871
53125,53125,1-5_left,left,0.5779421872744617
53126,53160,0-6_right,right,0.5814482200307685
53161,53161,1-5_left,left,0.7761449736826261
53162,53240,3-3_right,right,0.7849504023631807
53241,53241,2-4_right,left,0.7861598486209112
53242,53529,3-3_right,right,0.7517160488836527
53530,53530,1-5_right,left,0.7924800804380668
53531,53540,1-5_right,right,0.781655714963658
53541,53541,1-5_right,left,0.7648097021692196
53542,53542,1-5_right,right,0.7688823476759561
53543,53543,1-5_right,left,0.753416468444596
53544,53544,1-2-3_left,right,0.7660522280258005
53545,53545,0-6_left,left,0.7601074068222132
53546,53554,1-2-3_left,right,0.7730854872034382
53555,53555,1-2-3_left,left,0.7760892132721999
53556,54150,1-2-3_left,right,0.7724411390715281
54151,54152,0-6_left,left,0.7102026032232446
54153,54154,0-6_left,right,0.7044977338640135
54155,54155,0-6_left,left,0.711852085978637
54156,54159,0-6_left,right,0.707213730442073
54160,54160,0-6_left,left,0.7165569744706181
54161,54163,0-6_left,right,0.7097088985781159
54164,54174,0-6_left,left,0.7210908904334046
54175,54175,0-6_left,right,0.7768573143537464
54176,54188,1-2-3_left,left,0.7806697974260328
54189,54189,1-5_left,right,0.7644923587147803
54190,54546,1-2-3_left,left,0.7867273056407312
54733,54741,2-4_left,right,0.7474533033383499
54742,54742,1-2-3_left,left,0.8040640177791191
54743,55875,1-2-3_right,right,0.8054615148660763
55980,55980,0-6_left,left,0.667111884504747
55991,56003,2-4_left,right,0.7986706208294339
56004,56004,1-5_left,left,0.7610778427257503
56005,56053,3-3_right,right,0.8012005922665977
56054,56054,3-3_right,left,0.8110714291793448
56055,56086,3-3_right,right,0.7444920799564966
56087,56087,0-6_left,left,0.367698174657856
56106,56328,3-3_left,right,0.7462163055872046
56329,56329,2-4_right,left,0.7788039447261965
56330,56331,3-3_left,right,0.7849530540350151
56332,56332,2-4_right,left,0.7749451406895254
56333,56334,3-3_left,right,0.7768367546182422
56335,56340,2-4_right,left,0.7812739958325975
56341,56342,3-3_left,right,0.7893540636379391
56343,56347,2-4_right,left,0.7829200819932778
56348,56349,3-3_left,right,0.7841022451638173
56350,56351,2-4_right,left,0.7784900099606301
56352,56354,3-3_left,right,0.7659736635924407
56355,56356,2-4_right,left,0.7764408287575715
56357,56358,1-2-3_right,right,0.763865317931623
56359,56365,3-3_left,left,0.7598691507088671
56366,56366,3-3_left,right,0.7369315568122922
56367,56497,3-3_right,left,0.8512620455421358
56498,56498,0-6_right,right,0.7028713417611044
56499,56501,3-3_left,left,0.7555452607268535
56502,56502,2-4_right,right,0.7214994994200532
56503,56506,3-3_left,left,0.7692964856729806
56507,56508,2-4_right,right,0.7056137203567996
56509,56509,3-3_left,left,0.7435129837997059
56510,56512,2-4_right,right,0.709242789161951
56521,56521,2-4_right,left,0.7295130702383286
56523,56524,1-2-3_right,right,0.6949095866358127
56525,56527,1-2-3_left,left,0.7346136429905651
56528,56531,1-2-3_right,right,0.6983414061069229
56532,56533,1-2-3_left,left,0.7276809288215822
56534,56534,1-2-3_right,right,0.693354392550441
56535,56539,1-2-3_left,left,0.7218539058629581
56540,56542,1-2-3_right,right,0.6943691990852683
56543,56543,1-2-3_left,left,0.7172520391131318
56544,56544,1-2-3_right,right,0.6929001205499858
56545,56546,1-2-3_left,left,0.7117818059384495
56547,56547,0-6_right,right,0.6913238463001684
56548,56551,1-2-3_left,left,0.7161593384981799
56552,56552,1-2-3_right,right,0.6884444960083407
56553,56553,1-2-3_left,left,0.71750524033011
56554,56554,0-6_right,right,0.6948475808865372
56555,56557,1-2-3_left,left,0.7175108769545351
56673,56675,0-6_right,right,0.6514419672390981
56680,56680,1-5_left,left,0.5757915405316283
56681,56690,0-6_right,right,0.6079640927045504
56691,56691,0-6_left,left,0.5757107725690636
56692,56703,0-6_right,right,0.5720895563477914
56704,56704,0-6_left,left,0.6021195351838627
56705,56721,1-5_right,right,0.5514562797467656
56722,56722,0-6_left,left,0.5293547919149462
56723,56751,0-6_right,right,0.6167107502638656
56752,56838,3-3_left,left,0.7138269030274446
56839,56839,1-2-3_right,right,0.6946224612881878
56840,57032,1-2-3_left,left,0.7421331591421974
57165,57165,0-6_right,right,0.6688603943160432
57166,57166,0-6_left,left,0.6568242220708211
57167,57179,0-6_right,right,0.666891261720508
57180,57180,0-6_left,left,0.6600167889765914
57181,57186,0-6_right,right,0.6634646740633386
57187,57187,0-6_left,left,0.6604903354530972
57188,57192,0-6_right,right,0.6672363796577727
57193,57193,0-6_left,left,0.6646271750220977
57194,57454,0-6_right,right,0.6591364792616031
57455,57456,0-6_right,left,0.6427330915522547
57457,57463,0-6_right,right,0.6498486422867429
57464,57464,1-5_left,left,0.6006738191866122
57465,57467,1-5_right,right,0.6189069596369282
57468,57468,0-6_right,left,0.6045337960589966
57469,57469,1-5_right,right,0.61802531600976
57470,57470,0-6_right,left,0.6059465348881558
57471,58128,3-3_left,right,0.7799172437520939
58129,58129,1-5_left,left,0.8173581316346357
58130,58131,0-6_left,right,0.8268215995547832
58132,58133,1-5_left,left,0.809740478723993
58134,58162,0-6_left,right,0.7995370041483499
58163,58163,1-5_left,left,0.7750027193488427
58164,58165,1-5_left,right,0.7598818348960075
58166,58166,1-5_left,left,0.7780460453316232
58167,58168,1-2-3_left,right,0.7512360172782662
58169,58169,1-5_left,left,0.7757244722419366
58170,58171,1-2-3_left,right,0.7445026178742438
58172,58172,1-5_left,left,0.7691582182931911
58173,58192,0-6_right,right,0.7775908968722033
58388,58586,0-6_left,left,0.7739070370955776
58587,58587,1-5_right,right,0.7402618720066692
58588,58589,1-2-3_right,left,0.7363135855758948
58590,58590,0-6_right,right,0.7334989694850482
58591,58593,1-2-3_right,left,0.7390837480085878
58594,58594,1-5_right,right,0.7322852951324267
58595,58597,1-2-3_right,left,0.7339318307907131
58598,58598,0-6_right,right,0.7119150298802657
58599,58599,1-5_left,left,0.6992441485568842
58638,58788,3-3_left,right,0.6814043776606215
58811,58811,1-5_left,left,0.7496372602212812
58812,58812,1-5_right,right,0.7331748531068583
58813,58814,1-5_left,left,0.7610649778234322
58815,58817,1-5_right,right,0.8026615623126322
58818,58818,2-4_left,left,0.7644225796369856
58819,59440,3-3_left,right,0.7681838314543743
59441,59441,1-2-3_right,left,0.8460691348808242
59442,59451,3-3_right,right,0.8123279719989389
59452,59452,1-2-3_left,left,0.8191383694851958
59453,59456,2-4_left,right,0.8364765549460855
59457,59457,1-2-3_left,left,0.8038092623201254
59458,59461,0-6_left,right,0.8367940416721171
59462,59462,3-3_left,left,0.8305485761407005
59463,59465,0-6_left,right,0.8342940793619918
59466,59466,2-4_left,left,0.8502264109760633
59467,59475,0-6_left,right,0.854478304312677
59476,59476,1-2-3_left,left,0.8948153601289545
59477,59488,0-6_left,right,0.8651095534690576
59489,59489,0-6_right,left,0.8148703800666556
59490,59492,2-4_left,right,0.7716165064127276
59493,59493,0-6_right,left,0.8105526274441152
59494,59494,2-4_left,right,0.7661321565663098
59495,59500,0-6_right,left,0.8020391272531796
59501,59501,2-4_left,right,0.7668516758465479
59502,59676,3-3_left,left,0.8498184225705478
59914,59914,2-4_left,right,0.738052241660297
59956,60164,0-6_left,left,0.8067995294106051
60248,60254,1-2-3_left,right,0.7878102594776422
60255,60255,0-6_right,left,0.7749467680149204
60256,61059,3-3_right,right,0.8260538062533358
61060,61060,1-5_left,left,0.7695818891327847
61061,61062,3-3_left,right,0.721897527626109
61063,61063,3-3_left,left,0.7643729554724856
61064,61116,3-3_right,right,0.7142439594685096
61117,61117,2-4_left,left,0.7138608805273501
61118,61130,3-3_left,right,0.7051180628310364
61131,61131,1-5_left,left,0.7353931321389054
61132,61135,1-2-3_right,right,0.752735681719327
61136,61136,1-5_left,left,0.7791369038042568
61137,61152,1-2-3_right,right,0.7660996449270974
61153,61153,1-5_left,left,0.7000229069471389
61154,61162,1-5_right,right,0.6851355815886406
61163,61163,1-2-3_left,left,0.7872448805689634
61164,61204,2-4_right,right,0.7004901460427474
61205,61205,2-4_left,left,0.7511676540343528
61206,61213,2-4_right,right,0.7094452682477665
61214,61214,3-3_right,left,0.7567362591470826
61215,61261,2-4_right,right,0.6943025384032792
61262,61262,3-3_left,left,0.8278129027708137
61263,61269,2-4_right,right,0.7181227093944397
61270,61270,2-4_left,left,0.7509781595192186
61271,61341,3-3_left,right,0.7155845397435838
61342,61342,3-3_left,left,0.7373526120593418
61343,61352,2-4_right,right,0.6934090448703935
61353,61353,3-3_right,left,0.7316748290579645
61354,61457,2-4_right,right,0.7134994556840778
61458,61458,3-3_left,left,0.7771945206684299
61459,61490,3-3_left,right,0.6964307785239576
61491,61491,2-4_left,left,0.7529832732720851
61492,61512,3-3_left,right,0.7102514032628675
61513,61513,1-5_left,left,0.7644305068798444
61514,61519,1-2-3_left,right,0.7236259047576447
61520,61520,2-4_left,left,0.6801156842216272
61521,61532,3-3_left,right,0.6583971042379394
61533,61533,2-4_left,left,0.691019178956103
61534,61553,3-3_left,right,0.6654955790671347
61554,61559,2-4_left,left,0.6865418487367049
61560,61563,1-2-3_right,right,0.710605703019578
61564,61564,0-6_left,left,0.7246633729949753
61565,61632,1-2-3_right,right,0.7066314794991466
61633,61633,2-4_left,left,0.7012266490730257
61634,61662,3-3_left,right,0.6850188514782269
61663,61664,0-6_left,left,0.748581076438911
61665,61667,1-2-3_right,right,0.7244676860181828
61668,61668,0-6_left,left,0.7538424429956041
61669,61686,3-3_left,right,0.7053596140175376
61687,61689,2-4_left,left,0.7298726010551335
61690,61758,3-3_left,right,0.6443803596924627
61759,61759,0-6_left,left,0.6721984184618511
61760,61787,0-6_left,right,0.6548517732525622
61788,61788,0-6_left,left,0.6804261569605883
61789,62168,0-6_left,right,0.6559246149080101
62169,62169,1-2-3_left,left,0.7487328294786583
62170,62179,3-3_left,right,0.7024739828058593
62180,62181,1-5_left,left,0.7028337604199006
62182,62269,1-5_right,right,0.6852432872752354
62270,62270,1-5_left,left,0.7286623719209205
62271,62285,3-3_left,right,0.7201481733277578
62286,62286,3-3_right,left,0.7935447970926205
62287,62306,3-3_right,right,0.7771642207972151
62588,62588,0-6_left,left,0.7341861417434692
62591,62606,0-6_right,right,0.6589221798614083
62607,62607,0-6_left,left,0.6843393005873113
62608,62629,0-6_right,right,0.7378986912265646
62630,62630,2-4_left,left,0.8008307168022085
62631,62661,0-6_right,right,0.7877628276879931
62665,62665,0-6_left,left,0.72668599623314
62667,62698,1-2-3_right,right,0.7289680972651243
62700,62700,0-6_left,left,0.6973469545824523
62701,63007,3-3_right,right,0.8025789655356279
63008,63008,0-6_left,left,0.8096658065300656
63009,63019,1-5_left,right,0.8410359955931027
63020,63022,3-3_left,left,0.7723915926303223
63023,63023,0-6_left,right,0.7582639440930073
63024,63024,2-4_left,left,0.7984795355712734
63025,63026,0-6_left,right,0.7818207069634799
63027,63028,2-4_left,left,0.8053494051214757
63029,63029,0-6_left,right,0.7784922028495442
63030,63032,2-4_left,left,0.8073417486546338
63033,63033,0-6_left,right,0.7881554708467268
63034,63156,1-2-3_left,left,0.8134179425293669
63353,63379,1-5_right,right,0.7378577579733203
63380,63380,1-2-3_left,left,0.8170172439233913
63381,63385,3-3_right,right,0.7923244396153779
63386,63386,3-3_left,left,0.8132605316037349
63387,63396,0-6_right,right,0.7498343038356009
63397,63397,0-6_left,left,0.7674405605305756
63398,63398,0-6_right,right,0.772222370283348
63399,63399,0-6_left,left,0.7551447001235537
63400,63403,0-6_right,right,0.7691366737515907
63404,63404,0-6_left,left,0.7788803152126736
63405,63414,0-6_right,right,0.7721046170476125
63415,63415,0-6_left,left,0.7195986244059835
63416,63416,3-3_right,right,0.7559350181533359
63417,64095,0-6_left,left,0.782765139097956
64096,64096,2-4_right,right,0.8712466798096709
64097,64100,2-4_left,left,0.825936030863764
64101,64101,3-3_right,right,0.7911208193574201
64102,64118,3-3_left,left,0.8278398307179615
64119,64119,3-3_right,right,0.790570786837631
64120,64201,3-3_left,left,0.8233050661944635
64394,65471,3-3_left,right,0.8129722458834254
65472,65472,0-6_left,left,0.7771431657243876
65473,65495,1-5_right,right,0.7849718161299415
65507,65507,1-2-3_right,left,0.7790369156454756
65508,65538,1-2-3_left,right,0.66678442481318
65539,65539,0-6_left,left,0.6367727161921415
65540,65553,1-5_right,right,0.7470049526021536
65554,65554,2-4_right,left,0.7507109249332843
65555,65556,0-6_right,right,0.7932621980350484
65557,65558,1-5_right,left,0.7727594678327016
65559,65576,2-4_right,right,0.8313137498993255
65718,65719,0-6_left,left,0.7812780629221225
65720,65720,3-3_left,right,0.7608190946435975
65721,65727,0-6_left,left,0.7822435819433456
65728,65728,0-6_left,right,0.7486443625907622
65729,65735,0-6_left,left,0.7778215766266027
65736,65737,3-3_left,right,0.7489461751425222
65738,65739,0-6_left,left,0.7756159893050337
65740,65740,3-3_left,right,0.7458151240384873
65741,66139,1-2-3_left,left,0.7847237500581014
66140,66140,1-2-3_left,right,0.8073467269260673
66141,66150,0-6_left,left,0.8043347708299414
66151,66154,1-2-3_left,right,0.8110205106717981
66155,66155,0-6_left,left,0.8066913007391071
66156,66157,1-2-3_left,right,0.8074657299155185
66158,66158,0-6_left,left,0.8082615895144917
66159,66161,1-2-3_left,right,0.8122397880205257
66162,66165,0-6_left,left,0.8112643742071317
66166,66168,1-2-3_left,right,0.8070992383032234
66169,66171,0-6_left,left,0.8039684598063546
66172,66172,1-2-3_left,right,0.8232167747611998
66173,66173,0-6_left,left,0.8057949727524549
66174,66174,1-2-3_left,right,0.8180068804724245
66175,66175,0-6_left,left,0.7992938261540365
66176,66177,1-2-3_left,right,0.8097201922475328
66178,66178,1-2-3_left,left,0.7971649979666807
66179,66179,3-3_left,right,0.7498171801745894
66180,66184,1-2-3_left,left,0.791020188864534
66185,66191,3-3_left,right,0.750481372638319
66192,66199,1-2-3_left,left,0.7749913875731835
66298,66371,1-2-3_left,right,0.6862293556914781
66372,66372,1-2-3_left,left,0.7559716327680547
66373,66412,3-3_right,right,0.7241125788748296
66413,66413,2-4_left,left,0.7357315352822968
66419,66422,0-6_right,right,0.6181140507258545
66423,66429,1-5_left,left,0.6389874125873994
66430,66430,3-3_right,right,0.7351240089381866
66431,66432,3-3_left,left,0.793483688912866
66441,66462,1-5_right,right,0.6277229995638485
66468,66516,0-6_left,left,0.6789172899962859
66517,66534,3-3_left,right,0.7729909831118973
66535,66535,0-6_left,left,0.7554470593483854
66536,66536,3-3_left,right,0.7392765156440134
66537,66596,0-6_left,left,0.780218699442481
66597,66597,3-3_left,right,0.7749623699882239
66598,66650,0-6_left,left,0.8021348199383068
66651,66651,0-6_left,right,0.7789830914600191
66652,67009,0-6_left,left,0.8115151444038666
67265,67265,0-6_left,right,0.7037579621072865
67266,67543,0-6_left,left,0.6707549062529555
67544,67544,3-3_left,right,0.7068159121960828
67545,67560,1-2-3_left,left,0.7508367794811314
67561,67562,3-3_left,right,0.702434839181235
67563,68033,0-6_left,left,0.7863978754940428
68034,68034,1-2-3_right,right,0.6891027318703054
68035,68046,1-2-3_left,left,0.7200131804672811
68146,68157,0-6_right,right,0.6440055301863135
68158,68158,1-2-3_right,left,0.6314229873583098
68159,68279,0-6_right,right,0.7083848961265787
68280,68280,1-2-3_right,left,0.6379877502055771
68327,68342,0-6_right,right,0.6866706517009626
68343,68343,0-6_left,left,0.6396343569591715
68344,68386,1-5_right,right,0.7073506250808644
68387,68387,0-6_left,left,0.6144672314560042
68388,69147,3-3_right,right,0.8224589632703996
69148,69148,1-2-3_left,left,0.7701748595532619
69149,69888,3-3_right,right,0.7694535855942841
69889,69890,0-6_left,left,0.7616273768537938
69891,69891,0-6_left,right,0.8118477007650787
69892,70201,0-6_left,left,0.8173652761391397
70493,70574,0-6_left,right,0.7450937082839505
